cell_id,latitude,longitude,population,buildings,road_km,hospitals,schools,vulnerability_index,flood_depth_m,flood_duration_h,building_damage_pct,road_damage_pct,affected_population,estimated_damage_inr,impact_class
C07306,23.596756489562143,72.90310052189797,5864.7,1574,5.75,0,3,0.483,0.065,1.6,10.88,5.59,1479.7,48648968.0,None/Low
C07307,19.20066770125379,90.41271376108364,5695.9,1224,4.81,1,2,0.745,0.534,7.7,20.29,0.0,2292.0,72205578.0,Moderate
C07308,27.36064434200061,86.11255105213307,2684.0,707,1.45,0,1,0.679,0.378,4.8,17.24,10.61,960.6,33505338.0,Moderate
C07309,24.139665471134908,82.0926968759984,4303.2,956,3.08,1,1,0.809,0.091,4.9,24.1,1.76,1456.7,58970720.0,None/Low
C07310,24.48182927943594,87.99494478865148,5378.0,1484,5.41,1,2,0.88,1.124,11.4,33.45,22.58,2915.9,124647154.0,High
C07311,27.74085471501489,75.73770188634083,860.2,170,1.84,0,0,0.456,2.611,23.0,48.5,48.79,605.6,22332228.0,Severe
C07312,21.124863242109296,75.98461918794628,2599.6,624,2.4,0,0,0.483,1.061,12.1,43.36,19.61,1122.6,62294102.0,High
C07313,18.979645869670264,81.90290037934093,773.3,215,1.24,0,0,0.23,1.154,16.8,32.5,21.65,297.8,16216565.0,High
C07314,20.635897795458195,74.3408611428435,5650.4,1452,4.68,2,2,0.699,0.638,10.8,26.29,16.65,2314.2,96665621.0,Moderate
C07315,20.570751785503184,79.19371941282732,21680.3,5472,1.09,1,16,0.897,0.819,9.0,30.44,21.68,10662.7,427800438.0,Moderate
C07316,23.686141053251287,73.4813164618693,3831.7,803,5.96,1,6,0.772,0.21,5.2,12.65,7.42,1343.8,34515254.0,None/Low
C07317,21.483573301532388,84.33599186697823,2828.9,662,3.16,0,4,0.518,0.466,12.2,8.56,14.72,942.8,21633291.0,Moderate
C07318,21.40252669991362,79.23824238303577,4268.9,1182,0.95,0,3,0.177,0.271,1.0,15.08,10.18,909.1,43023150.0,None/Low
C07319,22.735798857004923,74.52118617101704,3845.0,961,1.57,0,2,0.766,0.04,1.0,17.48,13.04,1225.8,44993389.0,None/Low
C07320,19.605577839700416,87.28988474209345,27914.5,6214,4.36,7,26,0.752,2.049,15.0,56.12,38.69,18893.4,854860211.0,Severe
C07321,23.630845104405736,75.83287094151646,1457.9,303,2.62,0,0,0.506,0.099,2.7,6.61,10.42,385.3,8296891.0,None/Low
C07322,26.40064099516965,90.38634463703667,1334.4,258,4.98,0,1,0.386,0.062,1.2,1.87,0.0,303.8,4515362.0,None/Low
C07323,18.37423192188296,87.9530787168653,1258.3,266,0.92,0,2,0.445,0.091,2.5,0.56,5.65,311.7,4021522.0,None/Low
C07324,25.958528659560272,89.0984297228289,4066.9,882,0.95,0,3,0.278,0.173,2.8,24.92,10.6,897.4,50356514.0,None/Low
C07325,24.301977857057715,76.80235382923863,2046.7,394,6.15,0,1,0.316,0.488,10.2,13.41,21.74,587.1,16892289.0,Moderate
C07326,26.99008758755499,74.45810517345394,4263.4,813,5.47,0,3,0.51,2.303,25.5,45.26,32.42,2822.0,100539407.0,Severe
C07327,24.010067878366925,81.11232257691088,2864.1,620,5.39,0,1,0.517,0.091,4.9,23.5,5.91,761.2,35442358.0,None/Low
C07328,23.366423331588518,81.16885333596836,2353.1,478,2.68,0,0,0.512,0.52,7.5,21.89,5.26,803.8,28518922.0,Moderate
C07329,23.10107179171313,85.60625923982332,3298.3,626,2.42,0,2,0.558,2.863,22.9,61.05,41.66,2555.0,99704312.0,Severe
C07330,20.6306180003321,75.56226751127423,4265.3,986,1.64,1,2,0.514,0.267,9.4,15.23,3.95,1264.7,42217143.0,None/Low
C07331,28.019041201775458,85.28572264247441,6887.1,1336,0.2,1,7,0.5,0.4,2.0,23.24,7.64,2184.4,82105523.0,Moderate
C07332,24.90531043394403,80.86029687520981,1113.3,204,0.32,0,2,0.576,0.189,4.4,14.1,13.45,331.9,9169968.0,None/Low
C07333,28.05443772867936,73.85825535168257,3717.2,838,1.78,0,2,0.869,0.228,5.2,12.43,9.6,1406.4,35662102.0,None/Low
C07334,23.00309854826442,85.14618489374519,3047.6,626,0.53,1,2,0.011,0.068,1.0,11.36,2.3,411.1,17736061.0,None/Low
C07335,18.641149183206114,81.22226581519028,3306.1,731,4.69,1,2,0.774,0.371,3.0,9.25,12.02,1257.6,27404542.0,Moderate
C07336,18.632775572700243,74.65609164106004,3396.1,815,6.02,0,2,0.285,0.0,1.0,15.45,9.05,649.3,30599769.0,None/Low
C07337,22.273949641891,83.5934026917368,6258.8,1325,3.1,0,4,0.355,0.156,1.0,2.34,0.0,1481.3,23358803.0,None/Low
C07338,22.664890460331463,83.70473103233644,5381.9,1361,2.72,1,3,0.469,0.375,6.4,13.82,9.35,1640.6,53611468.0,Moderate
C07339,20.063696923870943,74.33975383565274,924.8,208,0.98,0,0,0.314,1.843,19.5,48.58,27.94,490.4,24141270.0,High
C07340,23.11906629299851,82.6952431855565,12406.1,2968,0.75,5,7,0.864,1.172,8.2,31.71,17.79,6785.0,250851399.0,High
C07341,21.592406647982276,85.66012735252946,1488.0,310,1.22,0,1,0.593,1.8,15.3,47.08,30.78,881.3,36941147.0,High
C07342,20.847593904174445,86.1523920983366,1099.7,298,5.57,0,3,0.476,0.715,8.3,27.01,6.69,404.3,19432641.0,Moderate
C07343,25.010422067657665,85.90986366540379,1612.9,297,1.73,0,4,0.797,3.982,35.5,88.55,62.68,1612.9,66962217.0,Severe
C07344,18.059941064494147,75.49354053379136,2097.3,406,4.19,1,2,0.706,0.849,9.4,33.52,7.54,942.6,35884223.0,Moderate
C07345,22.855171828894466,86.04357106322034,5362.7,1465,5.17,1,2,0.799,0.548,10.8,42.48,3.72,2244.0,138997081.0,Moderate
C07346,26.101956984645156,83.79486351502455,5065.8,1115,1.28,1,4,0.295,0.303,1.0,17.98,5.62,1257.8,51197774.0,Moderate
C07347,26.9595096349716,85.08668255246394,28786.5,5503,1.75,7,17,0.355,0.105,5.7,0.0,5.3,6554.2,78674132.0,None/Low
C07348,28.310633150316434,90.8309204315079,2301.7,643,4.4,0,1,0.452,0.746,6.2,28.76,21.73,845.4,43672241.0,Moderate
C07349,19.012205267259137,74.11098279664995,6549.6,1399,2.19,2,5,0.674,0.673,5.9,47.0,7.32,2682.2,150569612.0,Moderate
C07350,26.30570391365852,77.39752459159072,4981.1,940,4.99,0,4,0.625,0.49,2.5,19.43,22.34,1815.9,54945958.0,Moderate
C07351,28.97680217014115,73.35991266823476,1603.6,442,0.96,0,1,0.514,0.057,5.3,10.14,0.89,415.0,13046284.0,None/Low
C07352,22.14628024707512,72.4565176139715,2023.9,389,1.32,0,0,0.553,0.965,4.9,26.54,13.98,874.4,29121980.0,Moderate
C07353,18.440579207799807,87.62545154959459,3239.0,767,4.75,0,3,0.576,0.129,7.2,5.53,0.0,930.9,18800076.0,None/Low
C07354,23.039719741558724,76.01318237631959,1516.3,337,3.73,0,0,0.454,0.935,5.7,32.67,12.17,609.0,27235771.0,Moderate
C07355,22.024680507690356,81.09141074415832,3570.9,990,2.95,1,2,0.362,0.143,5.1,2.28,9.02,843.8,14257766.0,None/Low
C07356,25.04595321086022,73.61445076691923,3927.3,974,0.16,1,2,0.583,0.581,6.7,27.02,9.22,1454.4,64834351.0,Moderate
C07357,26.62583929761006,83.74713508059456,3389.3,798,2.35,0,3,0.495,0.264,6.2,12.37,12.35,987.3,29691443.0,None/Low
C07358,23.009294218651497,75.7325669362229,3389.5,882,0.15,0,6,0.706,0.399,3.5,23.87,5.79,1248.9,52891746.0,Moderate
C07359,22.85128132540772,83.0667123597243,2815.3,788,2.78,0,5,0.441,1.943,18.1,45.84,36.12,1632.5,84862379.0,High
C07360,22.462511014617405,77.76071217255073,1746.6,409,3.88,0,3,0.438,0.689,12.0,18.03,10.92,617.3,20787357.0,Moderate
C07361,19.702582398693195,89.40779649529802,18070.6,4404,2.81,3,14,0.235,1.909,17.4,56.77,27.87,9436.8,563440394.0,High
C07362,23.232227325913904,88.61636858366326,1277.4,270,3.06,0,1,0.369,0.539,10.1,12.01,9.33,395.2,10651251.0,Moderate
C07363,19.294288738447314,87.16784355739887,1875.3,396,3.2,0,0,0.487,3.082,26.1,69.08,50.79,1493.6,67571687.0,Severe
C07364,24.269788058278976,74.9519456294989,4361.6,1197,0.91,1,1,0.47,0.446,3.8,29.55,6.16,1386.3,80317260.0,Moderate
C07365,24.262205019776438,84.73260528048984,448.4,100,2.3,0,0,0.916,0.333,1.7,18.63,7.95,183.4,5599594.0,Moderate
C07366,26.452603763305994,90.99203393076905,2538.1,571,3.12,1,1,0.565,0.302,5.5,14.7,6.86,801.5,24780242.0,Moderate
C07367,27.66777552379399,87.13236620052163,2056.5,393,4.61,2,3,0.794,1.188,13.1,43.1,16.65,1094.6,43815013.0,High
C07368,23.996885200050087,80.55160017450815,2909.8,557,1.81,0,1,0.256,1.214,11.6,34.6,19.46,1171.2,48834885.0,High
C07369,23.121341234333222,75.16708149670076,1666.1,329,4.45,0,1,0.811,0.043,1.0,13.36,0.0,550.7,14522180.0,None/Low
C07370,22.58923241476045,89.54899724970116,2263.6,527,9.22,0,0,0.549,0.465,4.2,19.98,8.28,771.7,28401273.0,Moderate
C07371,24.391586821723546,85.17561130900661,5330.5,1417,2.15,0,2,0.215,1.042,9.5,18.18,12.19,1926.4,69551783.0,High
C07372,23.820506000581197,81.6695008666523,8481.9,1824,8.31,1,5,0.516,0.268,3.2,17.21,9.45,2521.5,86949419.0,None/Low
C07373,20.122015336565113,79.57827431658518,1118.8,265,5.2,0,0,0.65,0.393,2.6,25.1,8.41,395.2,16823176.0,Moderate
C07374,24.127498595114993,81.3429986757923,2688.2,719,4.51,0,1,0.534,0.735,7.7,27.47,14.35,1036.8,48155093.0,Moderate
C07375,27.710541409047636,72.89758441146807,1208.3,229,5.9,0,1,0.098,0.439,7.1,11.97,26.13,270.1,8562182.0,Moderate
C07376,21.07949422599138,77.4171743724134,4943.1,1028,0.47,0,2,0.457,1.433,10.7,35.18,34.1,2432.6,94324156.0,High
C07377,22.454253689926198,84.10784903390176,5037.2,923,0.53,0,8,0.678,1.8,13.8,43.62,35.8,3089.7,109586118.0,High
C07378,24.805395804033886,72.19081067147624,1845.4,367,5.36,0,1,0.402,0.134,3.5,16.34,12.93,451.7,16389068.0,None/Low
C07379,20.520987745705696,89.4206497814598,910.8,180,4.74,0,1,0.113,0.115,1.0,0.0,3.45,153.9,1888252.0,None/Low
C07380,19.792374790680018,77.90371409555281,3441.6,871,0.52,0,1,0.349,5.0,49.5,85.64,76.06,3441.6,175656747.0,Severe
C07381,26.5156047172924,76.91383439864967,1452.0,318,3.46,0,1,0.901,1.592,18.5,40.94,22.66,917.5,34641853.0,High
C07382,25.101689622053634,89.02058360964804,15567.3,3283,1.93,4,9,0.306,0.825,12.9,11.86,11.81,5371.4,134609053.0,Moderate
C07383,21.854370157549134,80.30540198160867,4657.6,998,2.84,1,2,0.881,0.856,10.3,34.38,3.63,2302.2,89411222.0,Moderate
C07384,27.31916057784831,74.69966935996865,6886.0,1604,3.67,0,5,0.419,0.863,12.3,25.15,10.89,2616.0,104092840.0,Moderate
C07385,20.677567482019253,79.29810675696918,301.1,65,12.07,0,0,0.677,0.504,1.0,12.86,14.63,114.4,3318695.0,Moderate
C07386,22.42747357604323,72.66554751503972,4046.1,804,2.28,1,1,0.452,1.01,14.1,28.44,32.22,1677.8,61477972.0,High
C07387,19.963354183537824,83.51826298092168,21398.9,5146,2.69,7,18,0.442,0.725,9.4,17.4,15.77,7723.4,253980655.0,Moderate
C07388,26.661936352116072,88.73082556181022,1064.4,251,3.99,1,1,0.474,0.471,12.2,25.61,11.5,344.3,15817930.0,Moderate
C07389,20.561882807536932,80.86351287885546,2241.3,441,2.9,0,1,0.916,0.188,1.0,14.16,6.7,858.2,21584092.0,None/Low
C07390,20.65441377614115,79.79182568917903,1363.1,272,5.44,0,1,0.356,0.027,3.3,3.82,2.2,291.6,5400321.0,None/Low
C07391,18.908051814132843,72.80978542173114,1568.3,310,1.91,0,1,0.374,0.68,9.9,19.16,15.51,526.6,17086582.0,Moderate
C07392,27.44658983904586,75.15193179085838,2353.0,462,2.36,0,2,0.364,0.289,7.0,17.56,1.09,619.2,22042485.0,None/Low
C07393,27.226008924947273,74.82987125818451,6666.6,1458,1.12,1,8,0.346,0.806,9.4,26.18,11.14,2343.8,96856355.0,Moderate
C07394,22.975051611247235,82.3076243308509,17055.6,3249,1.44,2,13,0.63,0.746,4.6,18.31,25.63,7021.8,191422945.0,Moderate
C07395,19.68796741639575,87.57439775642487,4704.5,1325,3.21,1,3,0.363,0.334,6.2,28.34,0.54,1274.8,82885440.0,Moderate
C07396,21.54130853182594,82.98121489581482,482.0,127,4.95,0,0,0.776,2.416,23.3,51.56,32.77,360.9,16523463.0,Severe
C07397,27.416847617393607,90.26865099291501,6760.6,1618,6.81,0,1,0.253,0.565,4.8,20.79,20.58,1926.3,84026167.0,Moderate
C07398,19.948437204925376,77.48166606683975,25090.2,4593,0.61,4,15,0.652,1.178,8.2,38.94,23.77,12420.8,470991060.0,High
C07399,24.274231749438187,78.88293644641163,2778.2,697,2.42,1,1,0.023,1.534,13.9,28.27,30.99,1116.6,49057664.0,High
C07400,23.279307675155614,78.10991801925802,1466.7,287,4.23,0,0,0.547,0.126,4.8,26.55,1.39,409.9,18651065.0,None/Low
C07401,20.40896460041673,73.91784025147268,736.9,183,4.67,0,1,0.204,1.203,8.7,32.11,13.6,285.6,14162605.0,High
C07402,21.19342136389749,82.90460348693654,1467.9,340,1.46,1,2,0.73,1.489,16.6,38.76,15.95,837.4,33829602.0,High
C07403,23.439834187602855,75.4633235213509,462.2,101,1.84,0,1,0.486,1.389,15.3,35.84,22.85,227.2,9347442.0,High
C07404,26.426152639903748,89.1425454229369,4535.9,915,5.92,0,1,0.564,0.989,9.0,22.74,28.54,1991.1,61761857.0,Moderate
C07405,28.280099918584664,88.8633150371861,1810.3,348,1.04,0,0,0.766,0.0,4.6,10.19,11.51,563.7,13179444.0,None/Low
C07406,22.34825508290353,89.0377452839867,2156.4,397,0.47,0,0,0.405,0.206,4.7,11.38,10.76,557.1,14829628.0,None/Low
C07407,28.731039993393445,79.73017715437886,2874.0,561,2.44,0,1,0.231,0.655,9.5,22.96,11.86,849.2,33444652.0,Moderate
C07408,21.40748996125763,83.32264350917202,7469.2,1900,4.87,2,4,0.208,1.444,8.9,17.96,33.48,3225.1,100516105.0,High
C07409,28.923097791906144,79.990072184363,11164.2,2407,2.75,1,5,0.642,0.737,3.1,24.22,3.37,4613.5,160332263.0,Moderate
C07410,21.741612588810604,85.6573618296153,1366.2,310,9.05,1,1,0.567,0.473,1.9,22.3,0.0,473.7,18130467.0,Moderate
C07411,23.784422494147478,83.46087620721177,721.8,159,1.32,0,0,0.241,1.31,11.1,25.8,9.16,300.4,11019716.0,High
C07412,27.947671175255795,87.30891605806147,3235.7,888,7.72,2,3,0.557,0.441,6.8,20.54,11.01,1096.3,46194906.0,Moderate
C07413,21.98410685414227,90.9015590944016,6671.1,1569,2.81,0,1,0.296,0.573,9.9,9.06,12.84,1981.7,49444396.0,Moderate
C07414,24.432032198737915,72.9436576671366,845.8,218,4.27,0,0,0.52,0.247,2.3,17.9,7.04,249.2,10089477.0,None/Low
C07415,21.347951492742652,84.09022504416109,4965.9,988,1.53,1,4,0.159,0.075,1.6,12.56,0.0,860.1,32658742.0,None/Low
C07416,19.8526976361886,84.39391376043963,5266.1,1034,1.84,0,4,0.971,1.495,17.7,47.0,25.28,3326.6,127502827.0,High
C07417,28.047186204795736,88.05906434773689,6697.6,1429,1.82,2,4,0.286,0.318,5.8,14.33,11.65,1665.4,56895267.0,Moderate
C07418,28.538117850663774,81.68623234747398,2891.4,686,7.28,0,1,0.479,0.566,8.6,15.84,15.28,988.2,31691981.0,Moderate
C07419,19.308059320926684,88.76839774155152,6624.3,1668,2.22,1,9,0.958,0.061,4.3,20.03,0.68,2453.9,89585957.0,None/Low
C07420,24.676114043739076,82.16951566561079,650.3,161,4.99,0,1,0.853,0.192,6.9,29.5,5.75,239.3,11490530.0,None/Low
C07421,21.16378907114589,74.08254837416848,3583.4,877,5.13,2,4,0.93,1.862,15.5,48.44,36.25,2464.2,106500484.0,High
C07422,23.416845401674113,82.72445972033934,4702.3,873,2.68,0,4,0.217,0.057,5.2,13.66,8.17,867.4,31932152.0,None/Low
C07423,18.264553182122572,76.74365954916207,3175.9,782,2.97,0,4,0.584,1.058,6.8,26.57,15.81,1449.3,54902019.0,High
C07424,18.552442729689115,90.61870352318988,2799.2,769,7.02,1,2,0.863,0.453,8.2,24.5,15.31,1168.2,48202418.0,Moderate
C07425,27.25432033919067,84.99880221755541,7570.9,2141,5.02,2,4,0.444,2.297,22.1,46.09,39.49,4879.5,236660247.0,Severe
C07426,19.07638020366502,78.47016509913333,21343.9,6075,10.5,8,16,0.252,0.032,1.0,4.05,1.06,4026.8,92659876.0,None/Low
C07427,23.677598099042857,78.20789061503955,2507.1,658,2.98,0,2,0.418,1.37,11.4,44.41,32.74,1180.9,67012432.0,High
C07428,28.55398846908073,76.91311588797934,1890.2,440,8.89,1,1,0.731,1.075,10.6,25.64,17.59,938.0,31952913.0,High
C07429,18.644824128062243,82.87140042697479,5829.9,1571,6.07,2,3,0.518,0.305,5.5,16.41,12.1,1774.0,67867120.0,Moderate
C07430,28.55857912039659,74.63707200001812,15219.1,2886,2.58,4,5,0.534,0.632,8.9,17.96,15.16,5588.2,160477285.0,Moderate
C07431,24.463906568743564,88.37313934723416,1761.3,476,3.84,0,3,0.169,0.258,6.2,13.02,11.6,367.6,15675340.0,None/Low
C07432,26.7211764177826,81.08729925308339,10068.3,2073,11.33,1,6,0.215,0.0,2.8,9.37,0.0,1749.7,55973569.0,None/Low
C07433,28.179480691207573,88.74581533830151,4837.7,1187,2.27,0,8,0.679,0.276,1.3,31.41,22.87,1642.5,86940233.0,None/Low
C07434,24.61149684803538,86.55851160070029,3820.3,985,2.27,0,2,0.498,0.375,5.9,12.24,10.26,1192.2,36069775.0,Moderate
C07435,25.93833579986741,86.71607558239627,4296.9,831,0.53,0,5,0.358,0.757,3.6,39.64,18.43,1485.3,77148093.0,Moderate
C07436,22.886917574083462,90.01088142394406,10909.4,2349,5.31,1,10,0.572,0.565,1.0,21.93,11.51,3980.2,140629540.0,Moderate
C07437,24.868877505051202,79.0601515059926,3785.6,703,3.73,0,3,0.845,1.912,21.5,50.74,30.98,2556.4,95169370.0,High
C07438,26.74244783845757,76.91964975610657,1428.6,275,1.4,1,2,0.514,0.534,11.5,25.1,8.59,492.5,18364986.0,Moderate
C07439,24.709675820304657,79.67498565306056,2473.2,468,3.49,0,1,0.725,0.086,1.0,29.1,0.0,783.4,33910275.0,None/Low
C07440,22.933747718301333,83.16778380335678,3690.6,862,1.94,0,1,0.092,0.006,7.1,0.0,0.34,531.4,6378346.0,None/Low
C07441,23.77754336188676,83.41383911783635,5784.9,1498,2.9,1,6,0.263,0.73,8.5,21.45,5.88,1834.4,79890474.0,Moderate
C07442,28.275986402188927,90.8829752716475,256.3,50,7.07,0,0,0.598,0.709,3.3,27.17,22.44,101.7,4062633.0,Moderate
C07443,20.629086571901997,86.79265625329904,4245.6,1086,1.46,0,1,0.149,0.824,11.2,19.82,16.23,1297.1,54359420.0,Moderate
C07444,18.521427893023894,77.17907390451177,5843.0,1581,0.94,1,2,0.457,0.462,4.9,14.19,13.39,1855.5,62677174.0,Moderate
C07445,19.16485029301821,75.39442889717013,479.4,125,3.4,0,0,0.484,1.713,9.6,38.48,41.69,263.3,12171440.0,High
C07446,23.282990351259507,81.06416960440983,6097.2,1127,3.11,2,5,0.607,0.682,1.0,22.52,6.31,2406.3,74610516.0,Moderate
C07447,20.460964628819,82.84134997345588,6089.0,1616,1.18,2,5,0.631,0.385,4.0,13.17,18.24,2113.3,63730537.0,Moderate
C07448,23.796381051338933,82.71956659419729,3180.0,613,4.93,0,5,0.642,0.395,4.3,15.76,16.16,1117.8,31001895.0,Moderate
C07449,20.042598303551628,90.86156187946965,3240.4,704,1.83,2,1,0.257,1.057,12.4,23.17,21.23,1213.5,44015673.0,High
C07450,20.903035795883905,73.6553677804359,4857.8,889,3.99,2,3,0.256,0.585,11.2,12.33,12.61,1405.0,36713297.0,Moderate
C07451,24.602862755736265,72.81840132804348,2034.1,572,1.99,0,1,0.483,0.305,7.4,14.09,12.53,601.6,21783331.0,Moderate
C07452,24.93501419333717,79.34531741381844,14927.3,3514,4.43,2,5,0.825,5.0,42.2,100.0,68.18,14927.3,812402307.0,Severe
C07453,24.42067201052511,74.69988740189176,5227.6,1129,0.63,1,4,0.566,0.169,7.9,13.93,13.4,1525.8,46635714.0,None/Low
C07454,18.036470857454365,87.5953414769431,1341.0,323,4.86,0,0,0.181,0.905,8.5,30.14,17.75,440.1,23021807.0,Moderate
C07455,28.947023722060344,81.75323612920198,6131.5,1515,1.83,0,3,0.139,0.17,7.2,2.11,10.19,1135.8,19435477.0,None/Low
C07456,27.89127407789875,74.01196244025529,4455.9,1133,1.77,1,4,0.905,1.869,20.8,35.16,22.88,3042.3,108309799.0,High
C07457,27.745396084291222,78.71862021386131,3827.6,738,4.01,1,2,0.727,0.131,1.3,31.04,8.93,1245.3,56268570.0,None/Low
C07458,27.358427563908393,87.80264767387584,1963.6,505,0.55,0,1,0.376,0.656,5.0,17.06,14.87,652.4,23353193.0,Moderate
C07459,27.264014356968374,82.84232384463259,1582.1,315,4.88,0,1,0.067,1.955,17.4,29.91,38.17,773.2,26703427.0,High
C07460,27.593186575325838,77.63475892859994,2747.6,500,3.78,2,1,0.253,0.199,4.7,4.79,7.86,602.2,11610450.0,None/Low
C07461,24.58486202575397,72.9584214597818,955.6,207,3.07,0,0,0.351,0.361,4.2,10.83,4.6,260.7,7198478.0,Moderate
C07462,28.170126344339597,85.47685995995674,6551.5,1379,0.53,0,3,0.639,1.032,8.7,29.62,21.43,3050.7,110151714.0,High
C07463,21.601434542895113,83.8949339263887,4499.3,958,4.34,2,8,0.799,0.206,4.9,25.25,0.43,1605.0,62813923.0,None/Low
C07464,23.741045191620138,83.38903233079895,509.8,138,1.68,0,0,0.351,1.148,10.9,23.83,17.18,211.3,8526286.0,High
C07465,23.220836623766488,83.46121644808312,4786.7,1050,3.79,1,1,0.146,1.408,16.9,29.87,27.17,1961.7,80244544.0,High
C07466,23.219478858657727,86.98330452085968,7464.9,1836,4.24,0,4,0.491,0.0,1.0,14.3,0.0,1812.4,69015498.0,None/Low
C07467,22.739443924043453,80.81744039686176,2432.4,517,3.29,0,3,0.701,0.17,3.0,30.78,10.9,792.4,38245250.0,None/Low
C07468,28.974807165178575,78.19256516987991,2306.3,479,5.86,0,2,0.267,1.007,13.3,31.61,21.99,848.5,37757791.0,High
C07469,27.607271075017493,72.18822638408335,4593.3,887,1.33,0,2,0.509,0.044,1.8,13.53,8.44,1171.8,35692424.0,None/Low
C07470,27.852921286252965,73.24482818995041,3029.1,587,5.27,0,0,0.491,1.478,12.1,46.3,33.7,1541.0,67859963.0,High
C07471,25.222669590718652,77.64880452044986,638.3,153,1.48,0,0,0.32,0.0,1.4,10.5,9.0,127.6,4456183.0,None/Low
C07472,25.19470299383496,84.17048439194706,2936.6,814,1.53,0,3,0.858,0.983,17.0,38.9,15.93,1502.3,75080962.0,Moderate
C07473,22.579699963062218,79.48610277667967,8286.4,1650,1.37,1,5,0.785,1.147,12.4,36.12,17.02,4331.3,159301583.0,High
C07474,21.987735991847764,89.89409886861394,1714.8,347,4.42,0,2,0.421,0.151,2.2,19.88,10.67,432.9,17730993.0,None/Low
C07475,20.983044606434223,73.00315961994859,2611.1,676,0.31,0,3,0.224,0.441,1.0,14.69,7.33,667.2,25888254.0,Moderate
C07476,23.831168356592013,74.51876586802294,17334.7,4314,2.0,4,18,0.421,1.612,13.5,30.6,18.06,8934.2,344906065.0,High
C07477,20.829440521275462,72.32338943086786,5797.3,1397,6.24,1,1,0.238,0.482,3.4,12.17,1.98,1543.2,49143392.0,Moderate
C07478,22.81196273674059,84.26517347583187,2081.5,575,1.49,0,1,0.699,0.151,5.0,14.34,7.13,670.2,22912092.0,None/Low
C07479,23.52997167418427,83.64311135477934,4590.1,1173,5.17,0,3,0.631,1.561,10.3,35.57,26.69,2565.2,106223314.0,High
C07480,24.671649851168986,89.10964164855844,6213.0,1413,9.74,1,5,0.257,1.17,10.7,25.87,15.88,2452.6,95603395.0,High
C07481,28.28559955734991,89.28664906064537,1463.2,377,5.74,0,2,0.175,0.167,1.0,26.84,15.87,283.3,21838237.0,None/Low
C07482,26.648546102382152,90.45150746771861,1992.0,469,5.71,0,6,0.11,0.357,6.1,15.56,5.14,421.9,18268977.0,Moderate
C07483,27.79474696519332,83.39868713147285,561.3,102,1.89,0,0,0.3,1.359,10.9,36.5,16.84,246.8,9743427.0,High
C07484,23.106171136956903,84.56707381284242,1309.8,251,2.24,0,0,0.986,2.119,18.8,61.73,36.58,979.7,39850216.0,Severe
C07485,21.822507648356808,80.34902734947764,1767.1,455,0.45,0,0,0.327,0.532,5.9,16.04,10.24,525.4,19455553.0,Moderate
C07486,21.39856256134906,75.01843352950445,5988.1,1281,1.51,3,3,0.727,2.775,21.9,59.63,35.81,4798.1,195207376.0,Severe
C07487,23.76606075516797,81.36497689998285,2389.7,495,0.47,0,2,0.519,0.0,1.5,7.78,2.49,596.6,14090369.0,None/Low
C07488,19.579949433029434,85.44114942928923,18371.3,3414,3.74,1,18,0.419,0.868,6.6,15.93,15.27,6998.0,182011655.0,Moderate
C07489,22.604117339156744,73.73168069701478,50000.0,13100,3.85,8,26,0.16,0.723,11.7,22.3,0.45,14506.2,700030378.0,Moderate
C07490,23.678579737460865,83.7319000028828,3588.4,832,5.62,0,3,0.189,0.155,3.5,14.19,9.12,699.9,29770784.0,None/Low
C07491,22.228084472670538,88.25483407389865,482.0,125,2.27,0,1,0.363,0.588,6.9,14.23,12.88,152.6,5107031.0,Moderate
C07492,27.943551146808055,73.79739355002027,2034.2,442,6.86,0,0,0.167,0.0,1.0,0.0,5.89,329.2,4051079.0,None/Low
C07493,22.04506333757359,84.76225158906462,8332.7,2137,1.77,1,4,0.498,0.646,10.8,21.31,7.95,3005.4,118082260.0,Moderate
C07494,19.190985693036275,77.46115371500889,1682.3,435,6.52,1,3,0.875,1.1,10.9,32.05,19.54,902.7,36246028.0,High
